s,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
12123,此生必至 | 川藏线自驾路上必备,2025-04-29,1369431,11262,196,9,89,华语 经典 流行
12124,希望我们的爱里没有期限,2023-08-05,24736,34,5,30,253,流行 华语 伤感
12125,你也喜欢·陈粒 | 精选合集歌单 | 更新中,2023-11-18,142882,1701,6,9,45,华语 流行 民谣
12126,岁月悠吟|华语文艺R&B,2025-05-31,43233,425,13,2,112,流行 华语 nan
12127,温柔治愈—你配得上世间所有的美好,2024-04-12,61314,222,11,4,56,治愈 华语 nan
12128,生活节奏太快，就让耳机里的声音慢慢来～,2019-06-11,15380648,110000,2493,305,114,华语 流行 民谣
12129,古风榜|剑影天涯行，笑看尘世乱,2025-06-20,198272,845,5,1,21,华语 流行 放松
12130,台北待我如十六歲的初戀,2023-10-16,195836,3911,131,28,138,华语 流行 摇滚
12131,邓丽君经典金曲精选集【国/粤语歌曲专辑】,2024-09-27,65606,337,8,1,288,华语 粤语 经典
12132,emo巅峰旋律精选「心碎」「夜晚伴侣」,2025-07-11,899400,3609,60,42,128,华语 网络歌曲 伤感
12133,回忆杀 | 90/00后 影视剧主题曲ost合集,2025-08-16,144730,550,10,2,56,华语 影视原声 怀旧
12134,怀旧金曲重现，往事如烟再度感动,2025-06-20,229489,427,1,2,205,华语 经典 怀旧
12135,神仙live丨耳机里的现场分你一半,2025-04-04,370090,1217,11,1,168,华语 流行 综艺
12136,幸福都是马赛克，唯有痛苦是高清,2025-05-27,29369,56,4,3,135,华语 夜晚 思念
12137,学习ing|温柔华语抚慰疲惫,2022-06-14,3119238,5885,79,276,170,华语 流行 学习
12138,【嗨起来】派对聚会少不了的带感BGM,2023-06-13,308525,618,8,3,120,华语 酒吧 快乐
12139,快乐满分：拥抱愉悦与自在,2025-09-02,114877,857,21,1,48,华语 快乐 放松
12140,暧昧虽然上头，但真正的喜欢并不会暧昧很久,2023-07-07,131983,752,20,4,285,华语 说唱 流行
12141,快乐循环 | 按下播放键，快乐自动续费✨,2024-02-18,480123,2101,55,6,83,快乐 华语 流行
12142,你那旧信件 我读了百万遍,2024-11-22,713881,2243,27,343,144,华语 流行 伤感
12143,|黄子弘凡|个人单曲整理,2025-01-21,35148,757,5,6,61,华语 流行 快乐
12144,热歌！今朝华语精选，疗愈你的心灵,2025-06-20,611195,492,1,1,182,华语 流行 网络歌曲
12145,经典华语金曲系列（百听不厌）,2025-08-13,32489,79,9,1,138,流行 夜晚 华语
12146,邓紫棋、汪苏泷、张碧晨、单依纯、周深合辑,2025-04-07,43031,216,2,1,122,华语 流行 榜单
12147,一秒上头带感歌曲 | 节奏感 律动 | 嘻哈 流行,2025-04-17,871943,2344,24,2,17,华语 说唱 流行
12148,幸福满分：畅享全天悠然与自在,2025-07-11,376121,1465,16,5,60,华语 快乐 放松
12149,伤感旋律&RAP | 如 果 梦 想 遗 弃 了 我,2025-06-25,1570279,9818,14,10,114,华语 流行 说唱
12150,薛之谦 林俊杰 李荣浩 陈奕迅 周兴哲 张杰 ,2021-04-29,2315950,14056,171,47,210,华语 流行 影视原声
12151,「禾伙人专属」来自十个勤天的礼物,2025-02-27,76808,691,11,3,100,华语 流行 综艺
12152,小说人必听BGM-纠缠/命运交错/暧昧,2025-06-20,542549,12397,115,192,83,网络歌曲 华语 流行
12153,国风 R&B & 转音唱尽诗词风月,2025-09-02,77830,705,5,3,32,R&B/Soul 华语 古风
12154,她没那么喜欢你 只是刚好遇见你,2025-07-30,82126,463,4,3,43,流行 伤感 华语
12155,古风 | 一箫一剑走江湖，不负盛名十五载,2023-05-02,9764,136,5,2,154,华语 流行 古风
12156,2025年随机播放歌单，每一首都好听 ,2025-03-11,2805770,3907,78,76,199,华语 流行 网络歌曲
12157,你那破账号 我翻了千万次,2021-07-18,31127906,29064,325,921,199,华语 流行 伤感
12158,鹿晗season4亚洲巡演-鹿晗演唱会-鹿晗四巡,2025-06-27,6823,81,9,1,38,华语 流行 清新
12159,驾驶乐趣100曲，畅快驰骋，随心漫游,2025-06-19,407066,1493,17,1,113,驾车 华语 流行
12160,华语宝藏live：那些一曲封神的现场,2023-12-14,71071,128,1,1,71,华语 流行 综艺
12161,余佳运2025「45㎡」巡演歌单,2024-09-08,96061,1301,145,11,28,R&B/Soul 流行 华语
12162,BE美学 | BGM一响，宿命感拉满,2024-06-18,4848204,8837,63,139,98,华语 伤感 夜晚
12163,ISFP｜个人向治愈歌单｜听到即快乐,2023-07-29,22422,310,17,15,106,华语 欧美 治愈
12164,戏腔惊艳：十年戏腔无人知 一首摇子天下识,2024-08-18,139820,933,6,2,91,华语 流行 古风
12165,享受音乐吧 时间都过了,2025-02-08,7017676,14999,214,471,122,华语 流行 网络歌曲
12166,驾车BGM 手握方向盘 速度提起来,2025-07-22,61436,287,4,1,112,流行 华语 nan
12167,汪苏泷｜按时间线全收录｜新粉补课,2025-05-17,63750,1152,26,12,321,华语 流行 nan
12168,华语独立浪漫丨一起出逃到黄昏公园,2023-06-08,261098,657,80,6,60,华语 另类/独立 清新
12169,方大同 | 灵魂的吟游诗人，永不落幕的星光,2025-01-08,520639,3503,49,113,221,华语 R&B/Soul 怀旧
12170,听·王赫野 | 为你精选王赫野的必听好歌,2025-08-19,59500,287,3,2,35,华语 流行 伤感
12171,放手 终于 万里长城 樱花落下 无声的爱,2025-06-26,223904,534,4,7,197,华语 夜晚 伤感
12172,古风治愈馆：月光下的诗意独白,2025-08-01,78520,2619,10,4,39,华语 古风 R&B/Soul
12173,有一种情歌是温暖的，它叫老男孩张震岳,2018-04-13,2608153,21036,258,88,53,华语 清新 流行
12174,神曲预告：潜在爆款抢先听,2025-06-19,2734959,7165,8,8,193,华语 流行 清新
12175,华语流行歌单丨总会等到姗姗来迟的你,2021-12-15,4332703,1069,67,4,131,华语 流行 夜晚
12176,河图｜我遇见你 都是人间最好的事,2018-04-27,227924,4606,54,49,221,华语 古风 nan
12177,齐豫「风采依旧·在」巡回演唱会歌单,2025-04-09,23598,439,32,22,38,华语 流行 民谣
12178,烟嗓男声！催泪唱哭有故事的人,2025-06-06,627928,1461,13,6,62,华语 流行 蓝调
12179,我还想和你谈论宇宙和天空,2025-08-12,39461,247,5,3,69,摇滚 孤独 华语
12180,刘雨昕精选：重塑流行音乐的边界,2025-08-14,17164,746,130,184,45,华语 流行 nan
12181,予你情诗百首，余生你是我的所有,2018-05-17,67209936,780000,8187,3612,111,华语 流行 治愈
12182,中文说唱｜flow爆炸 押韵无敌,2022-01-25,1026629,6518,96,11,180,华语 说唱 流行
12183,深夜emo伤感 | 片刻的幸福都有代价,2021-12-26,56016520,40921,1446,580,136,华语 流行 治愈
12184,只有熬不完的夜和听不完的网易云,2018-12-29,17203338,80369,2618,669,218,流行 华语 伤感
12185,有趣的灵魂才不会拒绝R&B,2025-04-10,29033,70,2,1,80,华语 R&B/Soul nan
12186,陈楚生 永远臣服于温柔,2022-08-15,1168911,8406,62,28,123,华语 流行 nan
12187,短暂的幸福要用无数的眼泪来偿还,2025-07-31,138880,2175,18,2,108,思念 华语 流行
12188,DNA动了！这些旋律早就刻进你的潜意识,2025-07-11,203462,371,6,4,189,流行 网络歌曲 华语
12189,国风戏腔 | 人心多变，幻中吞幻,2022-11-03,9727685,100000,933,210,121,古风 放松 华语
12190,戏腔绝唱 | 国风传唱 戏腔一响 惊艳全场,2023-10-20,2625405,21014,250,63,86,华语 流行 古风
12191,dyDJ阿智/DJ阿衡/DJ狗峰/DJ阿布DJ铁柱,2023-12-10,406121,1968,27,3,164,华语 感动 驾车
12192,女神嗓：王菲 那英 莫文蔚 林忆莲,2024-03-30,81995,227,2,6,93,华语 流行 感动
12193,音乐响起，我就想起那些故事了,2025-07-11,245716,668,9,6,182,华语 流行 nan
12194,爆甜情歌｜适合暧昧期间和crush一起听,2024-01-17,1093468,8586,267,29,53,华语 流行 快乐
12195,那些年哭过的宿命感｜虐文｜流行古风英文,2025-08-01,108953,8598,5,1,101,流行 华语 欧美
12196,华语流行歌单 | 爱是藏在耳朵里的温柔,2022-08-26,8415075,744,6,4,115,华语 流行 伤感
12197,通勤必备不切歌｜每一首都好听,2025-08-13,52956,74,2,1,64,华语 清晨 nan
12198,恋爱循环丨rapper制造の全糖酥语,2022-03-21,1214040,4891,88,49,149,华语 说唱 浪漫
12199,高级感蓝色歌单｜好听的小众歌曲nice,2025-07-08,32960,345,113,5,47,华语 蓝调 nan
12200,古风 | 我心碎成沙，问你为何笑靥如花,2025-09-02,34341,1567,4,2,38,古风 华语 nan
12201,"歌单/""暗恋是一个人的兵荒马乱""",2020-07-26,29205,124,7,5,47,华语 流行 孤独
12202,陈楚生 · 私藏了无数温柔宇宙,2024-02-08,44632,160,4,1,45,华语 驾车 90后
12203,谢霆锋2025进化演唱会歌单（内地）,2025-08-06,61049,555,78,3,35,华语 流行 摇滚
12204,宿命感|绝美古风歌曲,2025-03-07,447084,5297,68,11,102,华语 古风 经典
12205,Crush爱意蔓延｜心动瞬间的浪漫氛围,2025-07-14,411761,1780,21,1,55,华语 流行 浪漫
12206,沐阳而上丨华晨宇出道十二周年纪念,2025-08-25,54493,776,73,97,40,华语 流行 nan
12207,甜蜜暴击！恋爱党单曲循环的调调,2025-03-24,15748,81,1,2,158,华语 流行 浪漫
12208,经典『怀念神仙打架的年代』_华语经典歌,2024-12-21,205630,890,37,4,102,华语 流行 怀旧
12209,单曲听播丨凌晨十二点的情绪,2018-11-06,25128232,140000,2070,1160,127,华语 夜晚 流行
12210,「十个勤天」属于你们的瞬间与永远,2025-02-27,82553,667,9,1,100,流行 华语 nan
12211,『情歌』海底月是天上月/眼前人是心上人,2023-01-30,126418,408,26,1,256,华语 流行 性感
12212,你到底是承受了多少委屈才能如此温柔,2024-06-04,8848731,5104,48,85,143,华语 治愈 流行
12213,听·梓渝 | 为你精选梓渝必听好歌，更新中,2025-07-24,62545,442,4,2,41,流行 华语 伤感
12214,2000伤感热播 | 和刘若英一起拼凑2000遗憾往事,2025-08-28,135397,655,7,11,60,nan nan nan
12215,想回到那一天 我们没有距离那天,2023-06-21,463561,1662,27,10,390,华语 流行 思念
12216,华语民谣：慵懒午后治愈指南,2025-02-23,52263,255,7,1,77,华语 民谣 治愈
12217,2010s伤感热播 | 从邓紫棋开始细数10年代的脆弱心事,2025-08-20,248850,1046,9,4,100,nan nan nan
12218,方大同/王力宏/陶喆 R&B,2021-04-10,321260,3936,55,26,99,华语 R&B/Soul nan
12219,伤感国风小调 | 今日饮一杯愁滋味不醉不归,2023-12-21,1810031,7320,69,41,70,nan nan nan
12220,心碎R&B | 陷入伤感慵懒的情绪漩涡,2024-01-31,907103,2993,65,11,80,nan nan nan
12221,2002伤感热播 | 和陶喆一起聆听2002伤感旋律,2025-08-29,187516,561,6,2,60,nan nan nan
12222,2020s伤感热播 | 从李荣浩开始回顾20年代的遗憾心事,2025-10-31,54025,257,2,1,80,nan nan nan
12223,2013伤感热播 | 和张杰一起回顾2013苦涩情歌,2025-09-16,69083,203,6,8,60,nan nan nan
12224,2024伤感热播 | 和周深一起回望2024的那些遗憾,2025-02-27,301678,3247,3,3,66,nan nan nan
12225,Blue Mood | 轻柔爵士旋律带你陷入深蓝,2024-03-06,107115,1097,24,15,60,nan nan nan
12226,还是会想你 | 一个人听的华语慢情歌,2019-08-06,41314776,230000,2108,846,50,nan nan nan
12227,KPop伤感抒情 | 我们还会再见吗,2025-09-03,21131,440,2,1,50,nan nan nan
12228,落寞心情 | 夜晚的空气染上忧伤,2023-04-18,438016,2122,38,19,100,nan nan nan
12229,想哭就哭吧 | 用心酸情歌治愈破碎的心,2022-06-10,5009537,23629,302,230,68,nan nan nan
12230,孤独唱片店 | 总有一首歌能包容你的心事,2023-02-16,3759183,9211,61,65,61,nan nan nan
12231,我怀念的 | 缓缓飘落的雨丝就是思念​,2025-05-21,388562,1713,12,4,100,nan nan nan
12232,情绪涌动 | 一个人的时候 更要好好听歌,2023-03-10,943469,3651,43,25,70,nan nan nan
12233,情绪阴霾 | 聆听你的遗憾心事,2025-01-13,1061369,1574,21,17,82,nan nan nan
12234,失恋R&B | 抒情旋律为你擦去泪滴,2025-08-20,23792,158,4,2,40,nan nan nan
12235,2021伤感热播 | 从莫文蔚开始回忆2021的灰色心事,2025-03-14,202223,441,2,1,40,nan nan nan
12236,夜灯絮语时 | 韩系抒情芭乐 每个音符都是未寄出的信,2025-06-12,16192,131,4,5,80,nan nan nan
12237,韩国抒情精选 | 极致深情的走心KPop情歌,2025-03-10,81442,644,9,2,100,nan nan nan
12238,Sad Songs | 拨动心弦的欧美伤感之声,2023-10-07,480857,2287,33,12,61,nan nan nan
12239,华语伤感男声 | 说不出口的话都唱给你听,2023-03-14,6170389,18682,94,39,90,nan nan nan
12240,Noir | 在清冷的叹息中面对情绪,2024-09-14,113082,634,19,3,59,nan nan nan
12241,伤感专属,2024-10-16,2691136,10521,203,114,30,nan nan nan
12242,相思情愁 | 失眠夜 总是和快乐走散,2022-04-29,415118,3230,124,28,60,nan nan nan
12243,情绪插曲 | 倾听思念在流淌,2023-05-11,485972,862,8,20,40,nan nan nan
12244,华语国风 | 一曲诉尽人间情,2023-05-11,799273,2520,21,33,40,nan nan nan
12245,孤独会开花 | 思念在发芽,2023-05-11,200937,606,2,4,40,nan nan nan
12246,深夜对话 | 当这首歌响起,2023-05-11,48510,128,2,2,40,nan nan nan
12247,伤感粤语 | 感受港乐的离愁别恨,2023-05-11,707359,1910,18,12,40,nan nan nan
12248,心碎旋律 | 流淌着伤感的情绪旋律,2023-05-11,536902,861,4,27,39,nan nan nan
12249,华语伤感 | 深陷在情感的逆流,2023-05-11,2114750,2860,25,61,40,nan nan nan
12250,一个人的夜晚 | 还有音乐的陪伴,2023-05-11,551621,633,8,5,30,nan nan nan
12251,伤感古风 | 最是离人愁,2023-05-11,399241,1219,20,12,40,nan nan nan
12252,蓝色是忧郁 | 唱出谁的不眠心事,2023-05-11,58063,270,1,2,40,nan nan nan
12253,伤感收留所 | 聆听情绪的倾诉,2023-05-11,394510,509,5,9,39,nan nan nan
12254,雨中寂寞 | 听阴天说什么,2023-05-11,311702,538,3,4,40,nan nan nan
12255,民谣故事 | 风里有诗句,2023-05-11,1196030,2362,25,7,40,nan nan nan
12256,失眠的夜晚 | 夜幕低垂，心事纷扰,2023-05-11,983209,1197,16,8,40,nan nan nan
12257,独处时光 | 一个人的夜晚,2023-05-11,421302,628,12,6,30,nan nan nan
12258,泪点港乐 | 港乐伤感情调,2023-05-11,213848,632,8,2,40,nan nan nan
12259,伤感情歌 | 一个人的房间,2023-05-11,570673,685,9,13,30,nan nan nan
12260,夜晚独享 | 一个人的音乐时光,2023-05-12,67948,168,2,2,30,nan nan nan
12261,深夜循环 | 我拥抱了夜晚,2023-05-11,57423,105,1,2,40,nan nan nan
12262,思念循环 | 安静独处的时刻,2023-05-11,47432,126,1,2,39,nan nan nan
12263,深夜故事 | 独自回忆过往,2023-05-31,291454,453,2,16,36,nan nan nan
12264,静夜孤独 | 梦中反反复复的你,2023-05-31,493093,838,7,24,37,nan nan nan
12265,夜晚时分 | 静谧夜晚的呢喃细语,2023-05-12,188464,289,3,2,30,nan nan nan
12266,独处悲伤 | 以自怜为依,2023-05-11,1362964,3132,20,69,30,nan nan nan
12267,华语民谣 | 离别与别离,2023-05-11,910607,1932,19,9,40,nan nan nan
12268,华语伤感 | 梦中的你，梦醒的我,2023-05-31,558237,815,5,9,39,nan nan nan
12269,心碎旋律 | 流行歌曲中的伤感,2023-05-31,653255,758,5,7,37,nan nan nan
12270,心碎俱乐部 | 思念在流淌,2023-05-11,399848,591,6,8,40,nan nan nan
12271,心事重重 | 离别变得熟能生巧,2023-06-01,785474,1323,18,34,38,nan nan nan
12272,华语流行 | 孤独从四面八方涌来,2023-06-01,604524,577,5,2,38,nan nan nan
12273,听遗憾 | 感情里没有反方向的钟,2023-05-31,125221,235,4,1,38,nan nan nan
12274,华语相思 | 思念的人在歌声里,2023-05-31,41767,115,2,10,38,nan nan nan
12275,伤感流行 | 你的回忆，划破我的心扉,2023-05-31,355590,588,4,7,39,nan nan nan
12276,深夜泪奔 | 回忆原来没有句点,2023-06-01,188098,431,3,16,38,nan nan nan
12277,电音心声 | 深夜孤独无人问津,2023-06-01,11276,52,3,1,39,nan nan nan
12278,孙盛希 | 实力惊人的唱作小天后,2024-02-28,23647,99,1,5,19,nan nan nan
12279,坂本龙一为自己做的葬礼歌单,2023-04-03,608154,11173,320,166,12,nan nan nan
12280,Autumn Vibe｜秋日巷陌 枫叶簌落的寂寥氛围,2025-10-17,3409,67,4,4,40,伤感 孤独 安静
12281,小说人必备bgm-暧昧/给看小说的人听的歌,2025-10-15,23018,205,3,1,112,流行 浪漫 伤感
12282,情绪像是阴雨天,2025-08-01,180250,3889,53,27,59,另类/独立 夜晚 伤感
12283,世界上有个特别幸福的人 他正在读我这句话,2025-10-19,12481,247,14,14,41,华语 流行 伤感
12284,只是回忆加了分 其实当时也没多幸福,2025-09-23,38239,105,2,11,36,流行 夜晚 伤感
12285,思念者的瞳是海色,2025-03-22,49319,1509,25,12,27,伤感 思念 nan
12286,BE宿命感/故事感/电影氛围/码文/ 虐向剪辑,2025-05-13,49294,1325,25,2,167,轻音乐 伤感 孤独
12287,电音碰撞实验：这首旋律你打几分？,2025-09-02,200280,316,3,1,127,华语 流行 伤感
12288,模糊的像素 是永远回不去的曾经.,2025-07-30,156402,3082,39,20,114,伤感 流行 nan
12289,充满鲜花的世界到底在哪里,2024-12-19,73649,201,3,2,133,流行 伤感 nan
12290,都说敏感是天赋但我没有强大的心脏,2025-08-17,103486,909,20,1,224,流行 华语 伤感
12291,伤感emo歌单 | 夜深了来听听吧,2025-07-29,278416,3968,5,2,56,伤感 夜晚 华语
12292,宝藏挖掘机|分享好音乐和金曲,2022-06-14,100561600,340000,16067,4411,145,华语 流行 伤感
12293,「韩语宿命感」听前奏就沦陷的韩语歌曲,2025-08-01,168540,5376,4,1,67,韩语 流行 伤感
12294,我只希望你能爱我 不需要你给我什么礼物,2025-07-25,84065,609,11,2,212,流行 伤感 驾车
12295,emo 轻音乐：调解情绪非黑胶必入,2025-09-02,78671,1701,11,7,24,轻音乐 夜晚 伤感
12296,如果忧郁是种病.,2025-08-01,242710,4283,15,15,73,网络歌曲 流行 伤感
12297,情感回忆录｜那些让你想起TA的歌,2025-06-20,207980,954,4,4,199,孤独 伤感 nan
12298,孤独/宿命/故事感/电影氛围/码文/虐向剪辑,2025-05-13,9856,269,3,4,169,伤感 轻音乐 孤独
12299,伤感说唱丨你到底在为谁等待,2025-07-29,69669,9119,4,2,49,说唱 夜晚 伤感
12300,me自己晚上睡觉专用,2025-07-24,13757,275,2,5,46,伤感 浪漫 孤独
12301,如果泪水比爱多 那我们就走到这,2025-04-12,39440,202,20,1,178,流行 说唱 伤感
12302,emo天花板系列 失恋伤感歌曲BGM大盘点,2025-04-29,82297,262,9,2,91,伤感 夜晚 流行
12303,我试图藏起情绪 却忘了眼睛会说话,2021-07-26,290689,543,6,1,172,伤感 流行 思念
12304,孤独旋律｜当沉默成为彼此之间的距离,2025-07-11,281374,1233,21,5,238,伤感 网络歌曲 流行
12305,五人组/中文情绪痛苦旋律巅峰,2024-07-07,97749,905,15,6,101,华语 说唱 伤感
12306,我累了 晚安吧 我不想再一次低头了,2024-12-28,107027,1770,33,21,117,伤感 nan nan
12307,失恋emo歌单「心碎」「痛苦」「难过」,2022-07-20,21322230,6445,278,50,114,华语 流行 伤感
12308,失恋emo伤感 | 不能想象没有了你的未来,2022-07-31,44495416,8386,169,255,172,华语 流行 伤感
12309,「等到命运眷顾时，我们再重逢吧」,2025-07-14,222682,810,6,5,171,思念 伤感 孤独
12310,旋律初现 命运交织/青春遗憾 故事首选,2025-06-20,295994,5254,23,11,100,流行 伤感 孤独
12311,听歌是抚慰情绪最好的良药,2022-04-16,410128,2888,69,16,296,伤感 治愈 思念
12312,当幸福升温 失落已在酝酿,2025-07-14,538367,2840,41,32,121,流行 伤感 怀旧
12313,幸福像雨打不满每片叶子,2025-01-11,12770,247,15,2,333,思念 伤感 nan
12314,如果忧郁是种天赋,2025-07-28,71260,470,2,4,63,伤感 华语 流行
12315,回忆像一把生锈的刀 怎么洗都洗不干净.,2025-07-19,42968,221,3,2,74,伤感 nan nan
12316,有些歌，就是虐到骨子里却哭不出来,2023-03-31,1551812,4087,883,46,105,华语 流行 伤感
12317,巅峰级心碎：午夜流泪必听情感曲精选,2025-07-10,197124,661,10,4,83,华语 夜晚 伤感
12318,心碎忧伤情歌集【痛彻心扉】【爱而难求】,2025-06-25,598643,7941,4,21,98,伤感 思念 流行
12319,假如孤独有解药,2025-06-19,447012,6138,45,27,83,网络歌曲 伤感 nan
12320,伤感粤语丨无情人做对孤雏,2025-08-04,224341,1211,25,1,78,流行 粤语 伤感
12321,『如果可以我想和你一起到永远』,2025-09-02,15988,385,3,2,89,说唱 伤感 孤独
12322,伤感旋律|空场电影院独白,2025-08-01,61263,583,4,6,43,流行 伤感 孤独
12323,旋律乍现 情感满溢 往事涌入脑海,2025-06-20,505368,6908,5,3,58,伤感 孤独 治愈
12324,也许离开才是最好的结局,2025-07-30,356750,3734,6,1,214,伤感 安静 nan
12325,『薛之谦丨终究是我少了一些天分』,2018-11-06,1134631,5803,80,22,104,华语 伤感 治愈
12326,谎言和我们 都到此为止,2025-06-30,90286,1796,37,7,51,说唱 伤感 思念
12327,当幸福开始 悲伤就在倒计时,2025-06-18,81331,441,8,1,172,流行 伤感 怀旧
12328,命运多舛 何不潇洒自如,2025-04-29,285815,2122,43,50,56,流行 伤感 网络歌曲
12329,伤感emo歌曲｜把回忆拼好给你 若月亮没来,2025-07-30,184293,1436,4,4,111,华语 流行 伤感
